Country,Doc Code,Doc Title,Top Group,Asset Element,Variant / Type,Asset Name,Permitted Materials (England),NH References,Uniclass_Co_Code,Uniclass_Co_Desc,Uniclass_En_Code,Uniclass_En_Desc,Uniclass_SL_Code,Uniclass_SL_Desc,Uniclass_EF_Code,Uniclass_EF_Desc,Uniclass_Ss_Code,Uniclass_Ss_Desc,Uniclass_Pr_Code,Uniclass_Pr_Desc
England,CC/CP 482,Structural concrete,Structures,Masonry,stone,Masonry - stone,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Masonry,cladding,Masonry - cladding,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Minor structures,gantry foundations,Minor structures - gantry foundations,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Minor structures,CCTV mast bases,Minor structures - CCTV mast bases,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Minor structures,sign supports,Minor structures - sign supports,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_15_16,Concrete paving systems,Pr_70_75_72_30,Fixed vertical road traffic signs
England,CC/CP 483,Structural steelwork,Structures,Concrete works,in-situ deck,Concrete works - in-situ deck,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 483,Structural steelwork,Structures,Concrete works,precast beams,Concrete works - precast beams,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 483,Structural steelwork,Structures,Concrete works,abutments,Concrete works - abutments,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 483,Structural steelwork,Structures,Concrete works,piers,Concrete works - piers,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 483,Structural steelwork,Structures,Concrete works,foundations,Concrete works - foundations,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 483,Structural steelwork,Structures,Steelwork,main girders,Steelwork - main girders,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 483,Structural steelwork,Structures,Steelwork,cross girders,Steelwork - cross girders,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 483,Structural steelwork,Structures,Steelwork,bracing,Steelwork - bracing,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 483,Structural steelwork,Structures,Steelwork,diaphragms,Steelwork - diaphragms,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 483,Structural steelwork,Structures,Waterproofing,SPS membranes,Waterproofing - SPS membranes,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 483,Structural steelwork,Structures,Waterproofing,sheet,Waterproofing - sheet,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 483,Structural steelwork,Structures,Waterproofing,spray applied,Waterproofing - spray applied,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 483,Structural steelwork,Structures,Coatings,surface prep,Coatings - surface prep,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 483,Structural steelwork,Structures,Coatings,zinc primer,Coatings - zinc primer,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 483,Structural steelwork,Structures,Coatings,epoxy build,Coatings - epoxy build,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 483,Structural steelwork,Structures,Coatings,polyurethane finish,Coatings - polyurethane finish,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 483,Structural steelwork,Structures,Bearings,pot,Bearings - pot,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,Pr_41_25_26_67,Pot bearings
England,CC/CP 483,Structural steelwork,Structures,Bearings,elastomeric,Bearings - elastomeric,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,Pr_41_25_26_67,Pot bearings
England,CC/CP 483,Structural steelwork,Structures,Bearings,spherical,Bearings - spherical,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,Pr_41_25_26_67,Pot bearings
England,CC/CP 483,Structural steelwork,Structures,Bearings,sliding,Bearings - sliding,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,Pr_41_25_26_67,Pot bearings
England,CC/CP 483,Structural steelwork,Structures,Expansion joints,modular,Expansion joints - modular,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,,
England,CC/CP 483,Structural steelwork,Structures,Expansion joints,elastomeric,Expansion joints - elastomeric,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,,
England,CC/CP 483,Structural steelwork,Structures,Expansion joints,asphaltic plug,Expansion joints - asphaltic plug,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_05_06,Asphalt concrete paving systems,,
England,CC/CP 483,Structural steelwork,Structures,Masonry,brick,Masonry - brick,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 483,Structural steelwork,Structures,Masonry,block,Masonry - block,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 483,Structural steelwork,Structures,Masonry,stone,Masonry - stone,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 483,Structural steelwork,Structures,Masonry,cladding,Masonry - cladding,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 483,Structural steelwork,Structures,Minor structures,gantry foundations,Minor structures - gantry foundations,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,,,,
England,CC/CP 483,Structural steelwork,Structures,Minor structures,CCTV mast bases,Minor structures - CCTV mast bases,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,,,,
England,CC/CP 483,Structural steelwork,Structures,Minor structures,sign supports,Minor structures - sign supports,"Structural steelwork: S355, S460; BS EN 10025; coatings BS EN ISO 12944",CD 370; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_40_10_90_72,Road traffic signage systems,Pr_70_75_72_30,Fixed vertical road traffic signs
England,CC/CP 484,Concrete repairs,Structures Maintenance,Governance requirement,spec/procedure,Governance requirement - spec/procedure,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 486,Protection of steelwork against corrosion,Protective Coatings,Governance requirement,spec/procedure,Governance requirement - spec/procedure,"Protective coatings: zinc primer, epoxy build, polyurethane finish; BS EN ISO 12944",CD 370; NH paint system certs,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Concrete works,in-situ deck,Concrete works - in-situ deck,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Concrete works,precast beams,Concrete works - precast beams,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Concrete works,abutments,Concrete works - abutments,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Concrete works,piers,Concrete works - piers,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Concrete works,foundations,Concrete works - foundations,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Steelwork,main girders,Steelwork - main girders,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Steelwork,cross girders,Steelwork - cross girders,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Steelwork,bracing,Steelwork - bracing,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Steelwork,diaphragms,Steelwork - diaphragms,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Waterproofing,SPS membranes,Waterproofing - SPS membranes,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Waterproofing,sheet,Waterproofing - sheet,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Waterproofing,spray applied,Waterproofing - spray applied,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Coatings,surface prep,Coatings - surface prep,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Coatings,zinc primer,Coatings - zinc primer,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Coatings,epoxy build,Coatings - epoxy build,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Coatings,polyurethane finish,Coatings - polyurethane finish,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Bearings,pot,Bearings - pot,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,Pr_41_25_26_67,Pot bearings
England,CC/CP 488,Waterproofing for concrete structures,Structures,Bearings,elastomeric,Bearings - elastomeric,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,Pr_41_25_26_67,Pot bearings
England,CC/CP 488,Waterproofing for concrete structures,Structures,Bearings,spherical,Bearings - spherical,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,Pr_41_25_26_67,Pot bearings
England,CC/CP 488,Waterproofing for concrete structures,Structures,Bearings,sliding,Bearings - sliding,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,Pr_41_25_26_67,Pot bearings
England,CC/CP 488,Waterproofing for concrete structures,Structures,Expansion joints,modular,Expansion joints - modular,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Expansion joints,elastomeric,Expansion joints - elastomeric,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Expansion joints,asphaltic plug,Expansion joints - asphaltic plug,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_05_06,Asphalt concrete paving systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Masonry,brick,Masonry - brick,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Masonry,block,Masonry - block,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Masonry,stone,Masonry - stone,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Masonry,cladding,Masonry - cladding,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Minor structures,gantry foundations,Minor structures - gantry foundations,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Minor structures,CCTV mast bases,Minor structures - CCTV mast bases,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 488,Waterproofing for concrete structures,Structures,Minor structures,sign supports,Minor structures - sign supports,"Bridge deck waterproofing: sheet, spray applied; BBA HAPAS certs",CD 368; Waterproofing guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_32_10_45_90,Bridge deck waterproofing systems,Pr_70_75_72_30,Fixed vertical road traffic signs
England,CC/CP 489,Bridge bearings,Bridge Components,Governance requirement,spec/procedure,Governance requirement - spec/procedure,"Bearings: elastomeric (BS EN 1337-3), pot (BS EN 1337-5), spherical (BS EN 1337-7)",CD 368; SHW 200,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_65_95_30,Bridge expansion joint systems,Pr_41_25_26_67,Pot bearings
England,CC/CP 490,Bridge expansion joints and sealing of gaps,Bridge Components,Governance requirement,spec/procedure,Governance requirement - spec/procedure,"Expansion joints: modular, elastomeric, asphaltic plug; NHCS",CD 368; SHW 200,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,,
England,CC/CP 491,"Brickwork, Blockwork and Stonework",Structures / Walls,Governance requirement,spec/procedure,Governance requirement - spec/procedure,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 495,Miscellaneous,Miscellaneous,Misc items,bollards,Misc items - bollards,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 495,Miscellaneous,Miscellaneous,Misc items,street furniture,Misc items - street furniture,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 495,Miscellaneous,Miscellaneous,Misc items,barriers - non-VRS,Misc items - barriers - non-VRS,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_25_10,External walls and barriers,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_06,Barrier rails and posts
England,CC/CP 500,Drainage,Drainage,Pipes,concrete,Pipes - concrete,"Pipes (BS EN 1916 concrete, BS EN 295 VC clay, BS EN 1401 uPVC, BS EN 13476 HDPE, BS EN 14364 GRP); Manholes (BS EN 1917 precast); Covers (BS EN 124-2 classes D400-F900)",CD 529; SHW Appendix 5/2,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,Pr_65_52_07_88,PVC-U solid wall below-ground drainage pipes and fittings
England,CC/CP 500,Drainage,Drainage,Pipes,VC clay,Pipes - VC clay,"Pipes (BS EN 1916 concrete, BS EN 295 VC clay, BS EN 1401 uPVC, BS EN 13476 HDPE, BS EN 14364 GRP); Manholes (BS EN 1917 precast); Covers (BS EN 124-2 classes D400-F900)",CD 529; SHW Appendix 5/2,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,Pr_65_52_07_88,PVC-U solid wall below-ground drainage pipes and fittings
England,CC/CP 500,Drainage,Drainage,Pipes,uPVC,Pipes - uPVC,"Pipes (BS EN 1916 concrete, BS EN 295 VC clay, BS EN 1401 uPVC, BS EN 13476 HDPE, BS EN 14364 GRP); Manholes (BS EN 1917 precast); Covers (BS EN 124-2 classes D400-F900)",CD 529; SHW Appendix 5/2,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,Pr_65_52_07_88,PVC-U solid wall below-ground drainage pipes and fittings
England,CC/CP 500,Drainage,Drainage,Pipes,HDPE,Pipes - HDPE,"Pipes (BS EN 1916 concrete, BS EN 295 VC clay, BS EN 1401 uPVC, BS EN 13476 HDPE, BS EN 14364 GRP); Manholes (BS EN 1917 precast); Covers (BS EN 124-2 classes D400-F900)",CD 529; SHW Appendix 5/2,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,Pr_65_52_07_88,PVC-U solid wall below-ground drainage pipes and fittings
England,CC/CP 500,Drainage,Drainage,Pipes,GRP,Pipes - GRP,"Pipes (BS EN 1916 concrete, BS EN 295 VC clay, BS EN 1401 uPVC, BS EN 13476 HDPE, BS EN 14364 GRP); Manholes (BS EN 1917 precast); Covers (BS EN 124-2 classes D400-F900)",CD 529; SHW Appendix 5/2,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,Pr_65_52_07_88,PVC-U solid wall below-ground drainage pipes and fittings
England,CC/CP 500,Drainage,Drainage,Pipes,ductile iron,Pipes - ductile iron,"Pipes (BS EN 1916 concrete, BS EN 295 VC clay, BS EN 1401 uPVC, BS EN 13476 HDPE, BS EN 14364 GRP); Manholes (BS EN 1917 precast); Covers (BS EN 124-2 classes D400-F900)",CD 529; SHW Appendix 5/2,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,Pr_65_52_07_88,PVC-U solid wall below-ground drainage pipes and fittings
England,CC/CP 500,Drainage,Drainage,Pipe joints,rubber ring,Pipe joints - rubber ring,"Pipes (BS EN 1916 concrete, BS EN 295 VC clay, BS EN 1401 uPVC, BS EN 13476 HDPE, BS EN 14364 GRP); Manholes (BS EN 1917 precast); Covers (BS EN 124-2 classes D400-F900)",CD 529; SHW Appendix 5/2,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_15_16,Concrete paving systems,Pr_65_52_07_88,PVC-U solid wall below-ground drainage pipes and fittings
England,CC/CP 500,Drainage,Drainage,Pipe joints,butt-fused,Pipe joints - butt-fused,"Pipes (BS EN 1916 concrete, BS EN 295 VC clay, BS EN 1401 uPVC, BS EN 13476 HDPE, BS EN 14364 GRP); Manholes (BS EN 1917 precast); Covers (BS EN 124-2 classes D400-F900)",CD 529; SHW Appendix 5/2,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_15_16,Concrete paving systems,Pr_65_52_07_88,PVC-U solid wall below-ground drainage pipes and fittings
